"indicatorID";"indicatorLabel";"country_iso3";"countryLabel";"year";"value"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"IDN";"Indonesia";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"KEN";"Kenya";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"MLI";"Mali";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"MOZ";"Mozambique";"2016";"B"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"PER";"Peru";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"SLE";"Sierra Leone";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"TZA";"Tanzania";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"UGA";"Uganda";"2016";"C"
"WB-LGAF2016-1.2.1";"Accessible opportunities for tenure individualization exist";"VNM";"Vietnam";"2016";"C"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"AFG";"Afghanistan";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"BDI";"Burundi";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"BFA";"Burkina Faso";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"CMR";"Cameroon";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"COL";"Colombia";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"ETH";"Ethiopia";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"GIN";"Guinea";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"GTM";"Guatemala";"2016";"C"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"HND";"Honduras";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"IDN";"Indonesia";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"KEN";"Kenya";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"MLI";"Mali";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"MOZ";"Mozambique";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"PER";"Peru";"2016";"C"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"RWA";"Rwanda";"2016";"B"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"SLE";"Sierra Leone";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"TZA";"Tanzania";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"UGA";"Uganda";"2016";"D"
"WB-LGAF2016-1.2.2";"Individual land in rural areas is (i) recorded and (ii) mapped";"VNM";"Vietnam";"2016";"C"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"AFG";"Afghanistan";"2016";"C"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"BDI";"Burundi";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"BFA";"Burkina Faso";"2016";"B"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"CMR";"Cameroon";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"COL";"Colombia";"2016";"A"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"ETH";"Ethiopia";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"GIN";"Guinea";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"GTM";"Guatemala";"2016";"B"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"HND";"Honduras";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"IDN";"Indonesia";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"KEN";"Kenya";"2016";"C"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"MLI";"Mali";"2016";"C"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"MOZ";"Mozambique";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"PER";"Peru";"2016";"C"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"RWA";"Rwanda";"2016";"B"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"SLE";"Sierra Leone";"2016";"C"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"TZA";"Tanzania";"2016";"B"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"UGA";"Uganda";"2016";"D"
"WB-LGAF2016-1.2.3";"Individual land in urban areas is (i) recorded and (ii) mapped";"VNM";"Vietnam";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"AFG";"Afghanistan";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"BDI";"Burundi";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"BFA";"Burkina Faso";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"CMR";"Cameroon";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"ETH";"Ethiopia";"2016";"B"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"GIN";"Guinea";"2016";"D"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"GTM";"Guatemala";"2016";"B"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"IDN";"Indonesia";"2016";"D"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"KEN";"Kenya";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"MLI";"Mali";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"MOZ";"Mozambique";"2016";"D"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"SLE";"Sierra Leone";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"TZA";"Tanzania";"2016";"C"
"WB-LGAF2016-1.2.4";"The number of illegal land sales is low";"UGA";"Uganda";"2016";"B"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"AFG";"Afghanistan";"2016";"C"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"BDI";"Burundi";"2016";"_"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"BFA";"Burkina Faso";"2016";"D"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"CMR";"Cameroon";"2016";"C"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"ETH";"Ethiopia";"2016";"D"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"GIN";"Guinea";"2016";"D"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"GTM";"Guatemala";"2016";"B"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"IDN";"Indonesia";"2016";"D"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"KEN";"Kenya";"2016";"C"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"MLI";"Mali";"2016";"B"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"MOZ";"Mozambique";"2016";"D"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"RWA";"Rwanda";"2016";"B"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"SLE";"Sierra Leone";"2016";"B"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"TZA";"Tanzania";"2016";"D"
"WB-LGAF2016-1.2.5";"The number of illegal lease transactions is low";"UGA";"Uganda";"2016";"B"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"AFG";"Afghanistan";"2016";"D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"BDI";"Burundi";"2016";"D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"BFA";"Burkina Faso";"2016";"C-D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"CMR";"Cameroon";"2016";"D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"COL";"Colombia";"2016";"A"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"ETH";"Ethiopia";"2016";"A"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"GTM";"Guatemala";"2016";"C"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"HND";"Honduras";"2016";"B"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"KEN";"Kenya";"2016";"D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"MLI";"Mali";"2016";"D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"MOZ";"Mozambique";"2016";"D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"PER";"Peru";"2016";"A"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"RWA";"Rwanda";"2016";"A"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"SLE";"Sierra Leone";"2016";"C-D"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"TZA";"Tanzania";"2016";"B"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"UGA";"Uganda";"2016";"C"
"WB-LGAF2016-1.2.6";"Women's property rights are recorded (i) urban (ii) rural";"VNM";"Vietnam";"2016";"B"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"AFG";"Afghanistan";"2016";"C"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"BDI";"Burundi";"2016";"D"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"BFA";"Burkina Faso";"2016";"A-D"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"CMR";"Cameroon";"2016";"C"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"ETH";"Ethiopia";"2016";"C"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"GIN";"Guinea";"2016";"D"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"IDN";"Indonesia";"2016";"D"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"MLI";"Mali";"2016";"B"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"TZA";"Tanzania";"2016";"C"
"WB-LGAF2016-1.2.7";"Women's property rights to land are equal to men's (i) in law and (ii) in practice";"UGA";"Uganda";"2016";"C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"AFG";"Afghanistan";"2016";"A-C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"BDI";"Burundi";"2016";"B"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"BFA";"Burkina Faso";"2016";"B"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"ETH";"Ethiopia";"2016";"B-C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"GIN";"Guinea";"2016";"B"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"GTM";"Guatemala";"2016";"C-D"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"HND";"Honduras";"2016";"C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"IDN";"Indonesia";"2016";"B"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"KEN";"Kenya";"2016";"B"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"MLI";"Mali";"2016";"C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"MOZ";"Mozambique";"2016";"D-A"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"PER";"Peru";"2016";"C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"RWA";"Rwanda";"2016";"A"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"SLE";"Sierra Leone";"2016";"B-D"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"TZA";"Tanzania";"2016";"B"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"UGA";"Uganda";"2016";"C"
"WB-LGAF2016-2.1.1";"Clear identification & assignment of use for (i) forests (ii) common lands";"VNM";"Vietnam";"2016";"C"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"AFG";"Afghanistan";"2016";"D"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"BDI";"Burundi";"2016";"D"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"BFA";"Burkina Faso";"2016";"A"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"CMR";"Cameroon";"2016";"C"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"COL";"Colombia";"2016";"B"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"ETH";"Ethiopia";"2016";"B"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"GIN";"Guinea";"2016";"D"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"GTM";"Guatemala";"2016";"B"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"HND";"Honduras";"2016";"A"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"IDN";"Indonesia";"2016";"D"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"KEN";"Kenya";"2016";"C"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"MLI";"Mali";"2016";"C"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"MOZ";"Mozambique";"2016";"C"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"PER";"Peru";"2016";"A"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"SLE";"Sierra Leone";"2016";"B-D"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"TZA";"Tanzania";"2016";"C"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"UGA";"Uganda";"2016";"B"
"WB-LGAF2016-2.1.2";"Group rights recognized & enforceable";"VNM";"Vietnam";"2016";"A"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"AFG";"Afghanistan";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"BDI";"Burundi";"2016";"D"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"BFA";"Burkina Faso";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"CMR";"Cameroon";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"ETH";"Ethiopia";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"GIN";"Guinea";"2016";"C"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"GTM";"Guatemala";"2016";"D"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"IDN";"Indonesia";"2016";"C"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"KEN";"Kenya";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"MLI";"Mali";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"MOZ";"Mozambique";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"RWA";"Rwanda";"2016";"A"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"SLE";"Sierra Leone";"2016";"C"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"TZA";"Tanzania";"2016";"B"
"WB-LGAF2016-2.1.3";"Use rights recognized even on state land";"UGA";"Uganda";"2016";"B"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"AFG";"Afghanistan";"2016";"B"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"BDI";"Burundi";"2016";"C"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"BFA";"Burkina Faso";"2016";"B"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"CMR";"Cameroon";"2016";"B"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"ETH";"Ethiopia";"2016";"B"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"GIN";"Guinea";"2016";"C"
"WB-LGAF2016-2.1.4";"Multiple rights over common land can legally coexist";"GTM";"Guatemala";"2016";"B"
