"indicatorID";"indicatorLabel";"country_iso3";"countryLabel";"year";"value"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"GBR";"United Kingdom";"2010";"24490"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"GRC";"Greece";"2010";"200070"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"HRV";"Croatia";"2010";"51400"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"HUN";"Hungary";"2010";"151870"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"IRL";"Ireland";"2010";"16120"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"ISL";"Iceland";"2010";"400"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"ITA";"Italy";"2010";"497850"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"LTU";"Lithuania";"2010";"95360"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"LUX";"Luxembourg";"2010";"350"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"LVA";"Latvia";"2010";"39010"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"MLT";"Malta";"2010";"1390"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"MNE";"Montenegro";"2010";"6290"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"NLD";"Netherlands";"2010";"4420"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"NOR";"Norway";"2010";"6560"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"POL";"Poland";"2010";"448120"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"PRT";"Portugal";"2010";"89370"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"ROU";"Romania";"2010";"1248580"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"SVK";"Slovakia";"2010";"4710"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"SVN";"Slovenia";"2010";"20340"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"SWE";"Sweden";"2010";"10950"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"CAN";"Canada";"2011";"80665"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"IND";"India";"2011";"17618000"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"MDA";"Moldova";"2011";"327689"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"NIC";"Nicaragua";"2011";"60893"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"SYC";"Seychelles";"2011";"120"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"URY";"Uruguay";"2011";"8839"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"ETH";"Ethiopia";"2012";"2836154"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"PER";"Peru";"2012";"691921"
"FAO-LG.1FA";"Agricultural holders by sex (female - total n)";"USA";"United States of America";"2012";"288264"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"COD";"Democratic Republic of the Congo";"1990";"8.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"UGA";"Uganda";"1991";"16.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BFA";"Burkina Faso";"1993";"8.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"IDN";"Indonesia";"1993";"8.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MWI";"Malawi";"1993";"32.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MAR";"Morocco";"1996";"4.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"JOR";"Jordan";"1997";"3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"DOM";"Dominican Republic";"1998";"10.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LBN";"Lebanon";"1998";"7.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"EGY";"Egypt";"1999";"5.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LAO";"Lao";"1999";"9.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SAU";"Saudi Arabia";"1999";"0.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SEN";"Senegal";"1999";"9.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ECU";"Ecuador";"2000";"25.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"KNA";"Saint Kitts and Nevis";"2000";"27.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LSO";"Lesotho";"2000";"30.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MOZ";"Mozambique";"2000";"23.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ZMB";"Zambia";"2000";"19.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CIV";"Ivory Coast";"2001";"10.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"DZA";"Algeria";"2001";"4.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GIN";"Guinea";"2001";"5.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"PAN";"Panama";"2001";"29.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"VNM";"Vietnam";"2001";"8.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ARG";"Argentina";"2002";"16.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GMB";"Gambia";"2002";"8.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"IRN";"Iran";"2002";"5.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"KGZ";"Kyrgyzstan";"2002";"12.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LKA";"Sri Lanka";"2002";"16.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"NPL";"Nepal";"2002";"8.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"PHL";"Philippines";"2002";"10.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SRB";"Serbia";"2002";"18.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"TZA";"Tanzania";"2002";"19.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BLZ";"Belize";"2003";"8.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GTM";"Guatemala";"2003";"7.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MMR";"Myanmar";"2003";"15"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"THA";"Thailand";"2003";"27.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BWA";"Botswana";"2004";"34.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"COM";"Comoros";"2004";"32.6"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CPV";"Cape Verde";"2004";"50.5"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GEO";"Georgia";"2004";"29.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"TTO";"Trinidad and Tobago";"2004";"14.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MDG";"Madagascar";"2005";"15.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MLI";"Mali";"2005";"3.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MYS";"Malaysia";"2005";"18"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"TUN";"Tunisia";"2005";"6.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BRA";"Brazil";"2006";"12.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ARM";"Armenia";"2007";"29.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CHL";"Chile";"2007";"29.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GUM";"Guam";"2007";"12.5"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"JAM";"Jamaica";"2007";"30.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LCA";"Saint Lucia";"2007";"29.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MEX";"Mexico";"2007";"15.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MNP";"Northern Mariana Islands";"2007";"11.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"NGA";"Nigeria";"2007";"10"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"PRI";"Puerto Rico";"2007";"8.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SLV";"El Salvador";"2007";"11.5"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ASM";"American Samoa";"2008";"19.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BGD";"Bangladesh";"2008";"4.6"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"HTI";"Haiti";"2008";"25.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"VEN";"Venezuela";"2008";"19.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"FJI";"Fiji";"2009";"3.6"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"NIU";"Niue";"2009";"23.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"WSM";"Samoa";"2009";"22.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"AUT";"Austria";"2010";"34.5"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BEL";"Belgium";"2010";"15.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"BGR";"Bulgaria";"2010";"22.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CHE";"Switzerland";"2010";"6.5"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CYP";"Cyprus";"2010";"20.6"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CZE";"Czech Republic";"2010";"15.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"DEU";"Germany";"2010";"8.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"DNK";"Denmark";"2010";"9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ESP";"Spain";"2010";"21.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"EST";"Estonia";"2010";"35.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"FIN";"Finland";"2010";"11.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"FRA";"France";"2010";"22.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GBR";"United Kingdom";"2010";"13.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"GRC";"Greece";"2010";"27.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"HRV";"Croatia";"2010";"22"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"HUN";"Hungary";"2010";"26.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"IRL";"Ireland";"2010";"11.5"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ISL";"Iceland";"2010";"15.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ITA";"Italy";"2010";"30.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LTU";"Lithuania";"2010";"47.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LUX";"Luxembourg";"2010";"15.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"LVA";"Latvia";"2010";"46.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MLT";"Malta";"2010";"11.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MNE";"Montenegro";"2010";"12.9"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"NLD";"Netherlands";"2010";"6.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"NOR";"Norway";"2010";"14.1"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"POL";"Poland";"2010";"29.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"PRT";"Portugal";"2010";"29.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ROU";"Romania";"2010";"32.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SVK";"Slovakia";"2010";"17"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SVN";"Slovenia";"2010";"27.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SWE";"Sweden";"2010";"15.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"CAN";"Canada";"2011";"27.4"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"IND";"India";"2011";"12.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"MDA";"Moldova";"2011";"36.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"NIC";"Nicaragua";"2011";"23.3"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"SYC";"Seychelles";"2011";"18.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"URY";"Uruguay";"2011";"19.7"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"ETH";"Ethiopia";"2012";"19.2"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"PER";"Peru";"2012";"30.8"
"FAO-LG.1FB";"Distribution of agricultural holders by sex (female - Share %)";"USA";"United States of America";"2012";"13.7"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"COD";"Democratic Republic of the Congo";"1990";"4081200"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"UGA";"Uganda";"1991";"1427028"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"BFA";"Burkina Faso";"1993";"812079"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"IDN";"Indonesia";"1993";"18541005"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MWI";"Malawi";"1993";"1059497"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MAR";"Morocco";"1996";"1426449"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"JOR";"Jordan";"1997";"88873"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"DOM";"Dominican Republic";"1998";"218332"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"LAO";"Lao";"1998";"607300"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"LBN";"Lebanon";"1998";"180479"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"SEN";"Senegal";"1998";"397439"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"EGY";"Egypt";"1999";"4300687"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"SAU";"Saudi Arabia";"1999";"240399"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"ECU";"Ecuador";"2000";"629151"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"KNA";"Saint Kitts and Nevis";"2000";"2197"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"LSO";"Lesotho";"2000";"233917"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MOZ";"Mozambique";"2000";"2355842"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"ZMB";"Zambia";"2000";"1055073"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"CIV";"Ivory Coast";"2001";"1004335"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"DZA";"Algeria";"2001";"982006"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"GIN";"Guinea";"2001";"792"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"PAN";"Panama";"2001";"164312"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"VNM";"Vietnam";"2001";"55635"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"ARG";"Argentina";"2002";"169655"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"GMB";"Gambia";"2002";"63409"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"IRN";"Iran";"2002";"79690"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"KGZ";"Kyrgyzstan";"2002";"214150"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"LKA";"Sri Lanka";"2002";"1463127"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"NPL";"Nepal";"2002";"3092632"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"PHL";"Philippines";"2002";"4251745"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"SRB";"Serbia";"2002";"637709"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"TZA";"Tanzania";"2002";"3935761"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"BLZ";"Belize";"2003";"8907"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"GTM";"Guatemala";"2003";"755535"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MMR";"Myanmar";"2003";"2945101"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"THA";"Thailand";"2003";"4201924"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"BWA";"Botswana";"2004";"33114"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"COM";"Comoros";"2004";"35370"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"CPV";"Cape Verde";"2004";"21989"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"GEO";"Georgia";"2004";"517150"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"TTO";"Trinidad and Tobago";"2004";"16249"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MDG";"Madagascar";"2005";"2057334"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MLI";"Mali";"2005";"780559"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MYS";"Malaysia";"2005";"405401"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"TUN";"Tunisia";"2005";"482900"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"BRA";"Brazil";"2006";"4519381"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"CHL";"Chile";"2007";"188532"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"GUM";"Guam";"2007";"91"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"JAM";"Jamaica";"2007";"139965"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"LCA";"Saint Lucia";"2007";"6894"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MEX";"Mexico";"2007";"3427353"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"MNP";"Northern Mariana Islands";"2007";"226"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"NGA";"Nigeria";"2007";"14153509"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"PRI";"Puerto Rico";"2007";"13471"
"FAO-LG.1MA";"Agricultural holders by sex (male - total n)";"SLV";"El Salvador";"2007";"348975"
